,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,original_language,prod1,country,budget,runtime,rating,lead_actor,lead_actress,director1
3106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,,0,0.0,2.125,Eric Schaeffer,,Eric Schaeffer
3107,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Angel Productions,GB,0,90.0,3.206896551724138,Gary Merrill,Bette Davis,Irving Rapper
3108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,John Woolf Productions,DE,0,130.0,3.6483516483516483,Jon Voight,Maria Schell,Ronald Neame
3109,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,,0,77.0,2.8125,Edward Connelly,,Herbert Blaché
3110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Buster Keaton Productions,US,0,56.0,3.8276699029126213,Buster Keaton,Ruth Dwyer,Buster Keaton
3111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Paramount Pictures,GB,0,96.0,3.026315789473684,Michael York,Rita Tushingham,Desmond Davis
3112,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Billy Jack Enterprises,US,0,89.0,3.2,,,
3113,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Universal Pictures,US,0,96.0,3.124248496993988,Bill Murray,,Art Linson
3114,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,en,,,0,93.0,2.685185185185185,John Rubinstein,,George Englund
3115,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,,,0,89.0,2.75,,,
3116,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,en,Destination Films,AU,15000000,109.0,2.358761329305136,Ewan McGregor,Ashley Judd,Stephan Elliott
3117,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,de,Universal Pictures,US,36000000,95.0,2.288732394366197,Nathan Lane,Stockard Channing,Andrew Bergman
3118,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,,,0,87.0,3.1341463414634148,Craig Ferguson,Mary McCormack,Kevin Allen
3119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bo,Palm Pictures,BT,0,93.0,3.6186666666666665,,,
3120,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,en,Tabasco films,CA,0,105.0,3.305084745762712,Demián Bichir,Dolores Heredia,Alejandro Springall
3121,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Hollywood Pictures,US,0,88.0,2.5949789325842696,Sean Astin,Robin Tunney,Les Mayfield
3122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Rastar Pictures,US,0,111.0,3.628719275549806,Richard Dreyfuss,Marsha Mason,Herbert Ross
3123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,es,Mosfilm,RU,0,141.0,3.760204081632653,Jean Bouise,Celia Rodriguez,Mikhail Kalatozov
3124,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,en,JVC Entertainment,US,34000000,202.0,3.784136354980004,Denzel Washington,Angela Bassett,Spike Lee
3125,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,Touchstone Pictures,US,31000000,100.0,2.9954582508442997,Harvey Keitel,Whoopi Goldberg,Emile Ardolino
3126,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,Touchstone Pictures,US,38000000,107.0,2.5841046919885096,James Coburn,Whoopi Goldberg,Bill Duke
3127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Hollywood Pictures,US,11700000,110.0,3.1084610027855155,Matt McCoy,Annabella Sciorra,Curtis Hanson
3128,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Paramount Pictures,US,32000000,120.0,3.43197502464673,Ethan Hawke,Illeana Douglas,Frank Marshall
3129,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,en,Columbia Pictures,US,0,98.0,3.3637980085348507,Winston Rekert,Jane Fonda,Norman Jewison
3130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Universal Pictures,US,31000000,157.0,3.769521150067225,Al Pacino,Gabrielle Anwar,Martin Brest
3131,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,Paramount Pictures,US,20000000,94.0,3.4506556938311252,Mike Myers,Tia Carrere,Penelope Spheeris
3132,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,Paramount Pictures,US,0,95.0,2.937007874015748,Mike Myers,Tia Carrere,Stephen Surjik
3133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Columbia Pictures Corporation,US,40000000,128.0,3.496856948691811,Tom Hanks,Geena Davis,Penny Marshall
3134,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Paramount Pictures,US,45000000,117.0,3.6053472418005827,Harrison Ford,Anne Archer,Phillip Noyce
3135,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,en,Tig Productions,US,25000000,129.0,2.7938257993384785,Kevin Costner,Whitney Houston,Mick Jackson
3136,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Universal Pictures,US,55000000,104.0,2.9283208020050124,Bruce Willis,Meryl Streep,Robert Zemeckis
3137,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,en,Imagine Entertainment,US,60000000,140.0,3.2845169155745197,Tom Cruise,Nicole Kidman,Ron Howard
3138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Merchant Ivory Productions,GB,0,140.0,3.7622977346278317,Anthony Hopkins,Vanessa Redgrave,James Ivory
3139,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Warner Bros.,US,0,99.0,3.433242506811989,Campbell Scott,Bridget Fonda,Cameron Crowe
3140,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,en,New Line Cinema,US,10000000,134.0,3.520780167699599,Ray Wise,Sheryl Lee,David Lynch
3141,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Twentieth Century Fox Film Corporation,US,0,115.0,3.1226444001838516,Wesley Snipes,Rosie Perez,Ron Shelton
3142,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,en,Twentieth Century Fox Film Corporation,US,7000000,86.0,2.91260199456029,Donald Sutherland,Kristy Swanson,Fran Rubel Kuzui
3143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,cn,Milestone Productions,HK,4500000,126.0,3.9538284587578048,Chow Yun-fat,Teresa Mo,John Woo
3144,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,fr,Les Artistes Anonymes,BE,0,95.0,3.7470238095238093,Benoît Poelvoorde,,Benoît Poelvoorde
3145,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,es,Columbia Pictures,MX,220000,81.0,3.6194787107043376,Carlos Gallardo,,Robert Rodriguez
3146,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Universal Pictures,US,0,87.0,1.8034313725490196,Sylvester Stallone,Estelle Getty,Roger Spottiswoode
3147,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,en,Icon Entertainment International,US,0,102.0,3.0789784470032475,Mel Gibson,Jamie Lee Curtis,Steve Miner
3148,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Metro-Goldwyn-Mayer (MGM),US,0,101.0,3.362238622386224,D. B. Sweeney,Moira Kelly,Paul Michael Glaser
3149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Metro-Goldwyn-Mayer (MGM),US,0,110.0,3.6855237154150196,John Malkovich,Sherilyn Fenn,Gary Sinise
3150,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Bad Lt. Productions,US,1000000,96.0,3.310886252616888,Harvey Keitel,Frankie Thorn,Abel Ferrara
3151,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,en,Konrad Pictures,US,40000000,116.0,2.4358638743455496,David Arquette,Neve Campbell,Wes Craven
3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Columbia Pictures,US,16000000,107.0,3.0642570281124497,Steven Weber,Bridget Fonda,Barbet Schroeder
3153,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Franchise Pictures,CA,6000000,108.0,3.912651464554909,Willem Dafoe,,Troy Duffy
3154,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,en,Hollywood Pictures,US,10000000,101.0,2.941747572815534,Liam Neeson,Sandra Bullock,Eric Blakeney
3155,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,en,,,0,90.0,2.875,Josep Maria Pou,,Ventura Pons
3156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,,0,87.0,3.4166666666666665,,,
3157,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,DMG Entertainment,US,0,99.0,2.260869565217391,Eduardo Yáñez,María Conchita Alonso,Lorenzo Doumani
3158,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,en,Quintet Productions,US,0,84.0,2.8,Tod Andrews,Anjanette Comer,Ted Post
3159,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,,0,89.0,3.6519337016574585,,,
3160,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,,GB,0,97.0,3.517699115044248,Rupert Graves,Miriam Margolyes,Richard Spence
3161,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Universal Pictures,US,0,115.0,3.353448275862069,Seymour Cassel,Gena Rowlands,John Cassavetes
3162,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,en,Universal Pictures,US,0,98.0,3.617063492063492,George C. Scott,Joanne Woodward,Anthony Harvey
3163,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,en,Figment Films,GB,40000000,119.0,3.06309926677947,Leonardo DiCaprio,Tilda Swinton,Danny Boyle
3164,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Paramount Pictures,US,0,89.0,2.249726177437021,Chevy Chase,Jean Smart,Chris Koch
3165,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Walt Disney Pictures,US,30000000,77.0,2.9140471512770136,Jim Cummings,Kath Soucie,Jun Falkenstein
3166,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,en,,FR,0,124.0,2.6333333333333333,James Wilby,Greta Scacchi,Ismail Merchant
3167,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,zh,Columbia Pictures Corporation,CN,0,106.0,3.7457420924574207,,,
3168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,STS Productions Inc,US,0,107.0,2.3333333333333335,David Rosen,Alexa Jago,Tina Valinsky
3169,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,en,Rainforest Films,US,200000,93.0,1.7692307692307692,Gary Dourdan,Chrystale Wilson,Rob Hardy
3170,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,en,Security Pictures,US,0,84.0,3.6538461538461537,Cornel Wilde,Jean Wallace,Joseph H. Lewis
3171,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,en,,,0,85.0,2.65625,Timothy Leary,Tilda Swinton,Lynn Hershman Leeson
3172,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,en,Mars Production Corporation,US,520000,91.0,2.388157894736842,Neville Brand,Marilyn Burns,Tobe Hooper
3173,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Channel Four Films,GB,0,90.0,3.6782178217821784,Bruce Jones,,Ken Loach
3174,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Columbia British Productions,GB,640000,105.0,3.790747713824637,Sidney Poitier,Suzy Kendall,James Clavell
3175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Paramount,,0,82.0,2.227272727272727,,,
3176,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,New Line Cinema,US,26000000,118.0,3.499612327970537,Giovanni Ribisi,Nia Long,Ben Younger
3177,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Laurence Mark Productions,DE,40000000,94.0,2.335476956055734,Walter Matthau,Meg Ryan,Diane Keaton
3178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,en,Interscope Communications,US,23000000,108.0,3.4357891360136867,Vin Diesel,Radha Mitchell,David Twohy
3179,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Franchise Pictures,CA,41300000,98.0,3.347201032742636,Bruce Willis,Rosanna Arquette,Jonathan Lynn
3180,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,en,Arts Council of England,GB,0,107.0,3.4056939501779357,Julian Firth,Charlotte Coleman,Jasmin Dizdar
3181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,US,0,75.0,3.5176470588235293,,,
3182,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Universal Pictures,US,0,114.0,3.680597014925373,Richard Pryor,Lucy Saroyan,Paul Schrader
3183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,en,Producers Releasing Corporation (PRC),US,0,72.0,3.047169811320755,John Carradine,Jean Parker,Edgar G. Ulmer
3184,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Charles Chaplin Productions,US,9000000,71.0,3.9204035874439462,Charlie Chaplin,Merna Kennedy,Charlie Chaplin
3185,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Charles Chaplin Productions,US,1500000,87.0,4.117536730228196,Charlie Chaplin,Virginia Cherrill,Charlie Chaplin
3186,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Twentieth Century Fox Film Corporation,US,0,100.0,3.1557851239669423,Matt Dillon,Molly McCarthy,Garry Marshall
3187,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,xx,First National Pictures,US,0,33.0,3.5748663101604277,Charlie Chaplin,Edna Purviance,Charlie Chaplin
3188,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Charles Chaplin Productions,US,250000,68.0,3.926602086438152,Charlie Chaplin,Edna Purviance,Charlie Chaplin
3189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,en,Columbia Pictures Corporation,US,0,104.0,3.6944444444444446,James Stewart,Cathy O'Donnell,Anthony Mann
3190,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,,US,0,93.0,2.375,"Max Baer, Jr.",Julie Adams,Max Baer
3191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,ABC Motion Pictures,US,0,84.0,2.311926605504587,Gerrit Graham,Miriam Flynn,Michael Miller
3192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,en,Warner Bros.,US,0,89.0,3.0416666666666665,Kirk Douglas,Eve Miller,Felix E. Feist
3193,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,en,Marcel Hellman Productions,GB,0,97.0,2.736842105263158,David Niven,Gladys Henson,H. Bruce Humberstone
3194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Dimension Films,US,42000000,124.0,2.667995444191344,Ben Affleck,Charlize Theron,John Frankenheimer
3195,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Paramount Pictures,DE,35000000,111.0,3.709236947791165,Michael Douglas,Frances McDormand,Curtis Hanson
3196,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,en,Battleplan Productions,US,0,101.0,3.300480769230769,Kevin Pollak,Sheryl Lee Ralph,Rod Lurie
3197,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,US,0,93.0,3.164335664335664,Bob Dishy,Barbara Barrie,Eric Mendelsohn
3198,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,da,Nimbus Film Productions,DK,0,98.0,3.54421768707483,Anders W. Berthelsen,Iben Hjejle,Søren Kragh-Jacobsen
3199,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,,0,85.0,2.909090909090909,Will Arnett,,Ken Liotti
3200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,en,,US,6000000,82.0,2.378205128205128,Brian Hooks,N'Bushe Wright,DJ Pooh
3201,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Bel Air Entertainment,US,20000000,96.0,3.088888888888889,Jeff Goldblum,Salma Hayek,Pontus Löwenhielm
3202,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,Code Entertainment,US,16000000,96.0,2.695671378091873,Danny DeVito,Neve Campbell,Nick Gomez
3203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Paramount Pictures,US,25000000,108.0,2.3614762386248738,Rupert Everett,Madonna,John Schlesinger
3204,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,en,Columbia Pictures,US,60000000,105.0,2.7564484126984126,Garry Shandling,Annette Bening,Mike Nichols
3205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Imagine Entertainment,US,2053648,102.0,3.5695322376738305,Mick Foley,Noelle Foley,Barry W. Blaustein
3206,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Bac Films,US,0,116.0,3.728637182309386,Forest Whitaker,Tricia Vessey,Jim Jarmusch
3207,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,en,Kennedy Miller,AU,0,105.0,3.855371900826446,Noah Taylor,Lynette Curran,John Duigan
3208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Warner Bros.,US,0,124.0,3.768567639257294,Warren Beatty,Natalie Wood,Elia Kazan
3209,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Crown International Pictures,US,0,97.0,2.341463414634146,Kevin McCarthy,Caren Kaye,George Bowers
3210,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Walt Disney Productions,US,0,67.0,3.1666666666666665,Rex Allen,,James Algar
3211,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Palomar Pictures,GB,0,138.0,3.3068181818181817,Ronald Fraser,Beryl Reid,Robert Aldrich
3212,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Warner Bros.,US,0,100.0,3.997030682942923,Humphrey Bogart,Lauren Bacall,John Huston
3213,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Howco Productions Inc.,US,0,74.0,2.4444444444444446,Lyle Talbot,Dolores Fuller,Edward D. Wood Jr.
3214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,en,,GB,0,93.0,3.06,,,
3215,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Scimitar Productions,GB,0,97.0,3.0294117647058822,Orson Welles,Carol White,Michael Winner
3216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Apollo Associates,US,0,80.0,3.9673202614379086,Jim Lovell,,Al Reinert
3217,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,en,ITC Entertainment,DE,6000000,132.0,3.7139769452449567,James Coburn,Senta Berger,Sam Peckinpah
3218,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,en,Rolling M. Productions,US,0,69.0,2.585245901639344,Bela Lugosi,Loretta King,Edward D. Wood Jr.
3219,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Columbia Pictures Corporation,US,0,103.0,3.8563563563563563,Broderick Crawford,Judy Holliday,George Cukor
3220,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,en,TriStar Pictures,US,12000000,120.0,3.7991803278688523,Matthew Modine,Dolores Sage,Alan Parker
3221,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Vestron Pictures,US,0,100.0,2.398678414096916,Vincent Spano,Rebecca De Mornay,Roger Vadim
3222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,en,Friedman-Lewis Productions,US,24500,67.0,2.81437125748503,William Kerwin,Sandra Sinclair,Herschell Gordon Lewis
3223,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,,,0,75.0,3.2456896551724137,Ron Brown,Linda Wallace,Winston Hibler
3224,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,en,Box Office Spectaculars,US,50000,79.0,2.5454545454545454,Gordon Oas-Heim,,Herschell Gordon Lewis
3225,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Walt Disney Productions,US,0,105.0,3.9292487235594455,Charles Martin Smith,,Carroll Ballard
3226,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,en,Hemisphere Pictures,SE,0,106.0,3.16,Max von Sydow,Liv Ullmann,László Benedek
3227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Paramount Pictures,US,0,96.0,3.297169811320755,John Lund,Betty Hutton,George Marshall
3228,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Columbia Pictures Corporation,US,1500000,128.0,3.8662663755458517,Sidney Poitier,Claudia McNeil,Daniel Petrie
3229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,en,Friedman-Lewis Productions,US,65000,87.0,2.8306451612903225,William Kerwin,Yvonne Gilbert,Herschell Gordon Lewis
3230,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,en,,US,0,104.0,2.53125,Michael Rooker,Selma Blair,Jason Freeland
3231,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,en,,,0,93.0,3.2,Ian Hart,Ruth McCabe,Aileen Ritchie
3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Spyglass Entertainment,US,90000000,114.0,2.6731800766283524,Gary Sinise,Connie Nielsen,Brian De Palma
3233,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,en,Bac Films,FR,38000000,133.0,3.22410568155249,Johnny Depp,Lena Olin,Roman Polanski
3234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,,0,0.0,2.3333333333333335,William S. Burroughs,,John McNaughton
3235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,fr,,BG,0,125.0,3.7476979742173113,Oleg Menshikov,Catherine Deneuve,Régis Wargnier
3236,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Geffen Pictures,US,0,112.0,3.6036036036036037,Albert Brooks,Meryl Streep,Albert Brooks
3237,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Twentieth Century Fox Film Corporation,US,2300000,100.0,4.001626737651582,Dennis Quaid,Barbara Barrie,Peter Yates
3238,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Orion Pictures,US,9000000,114.0,3.8438279900172776,Gene Hackman,Barbara Hershey,David Anspaugh
3239,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Orion Pictures,US,7000000,108.0,3.6678504672897194,Kevin Costner,Susan Sarandon,Ron Shelton
3240,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Artists Entertainment Complex,US,1800000,125.0,3.959774212715389,Al Pacino,Penelope Allen,Sidney Lumet
3241,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Lucasfilm,US,777000,110.0,3.759242509892595,Richard Dreyfuss,Cindy Williams,George Lucas
3242,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Metro-Goldwyn-Mayer (MGM),US,0,112.0,3.8768430182133566,Sterling Hayden,Jean Hagen,John Huston
3243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,en,C.V. Whitney Pictures,US,3750000,119.0,3.958026208026208,John Wayne,Vera Miles,John Ford
3244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,en,Wolper Pictures,US,0,130.0,3.426190476190476,William Holden,,Andrew V. McLaglen
3245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,en,United Artists,US,0,165.0,3.7780612244897958,Gregory Peck,Jean Simmons,William Wyler
3246,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,fr,Compagnia Cinematografica Mondiale (CCM),FR,0,118.0,2.840909090909091,Alain Delon,Viviane Romance,Henri Verneuil
3247,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,en,United Artists,JP,19000000,127.0,3.305722891566265,Tom Berenger,Debra Winger,Costa-Gavras
3248,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,United Artists,US,0,147.0,3.606425702811245,David Carradine,Melinda Dillon,Hal Ashby
3249,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,en,Wolper Pictures,US,0,117.0,3.4240331491712706,George Segal,,John Guillermin
3250,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,en,Columbia Pictures Corporation,US,0,102.0,3.0,Sidney Poitier,Ruby Dee,Joseph Sargent
3251,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,American Playhouse,GB,800000,112.0,3.1989795918367347,Tommy Redmond Hicks,Kaycee Moore,Julie Dash
3252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,George Pal Productions,US,0,91.0,3.2222222222222223,John Archer,,Irving Pichel
3253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fr,,FR,0,103.0,2.75,Fernand Gravey,Micheline Presle,
